w,,,,,,,,,,,,
,B3. Adjutant,"1er Voltigeurs ""Austerlitz""",CO de Compagnie,pakurg,<@242936251332820992>,https://www.roblox.com/users/225872954/profile,47,FALSE,,,,
,B2. Sergent Major,"1er Fusiliers ""Les Terribles""",FD,MarshalBoyo,<@316102254878785538>,https://www.roblox.com/users/4153688432/profile,352,FALSE,,,,
,B3. Adjutant,"4eme Fusiliers ""Borodino""",Etat Major,Pop_SamBlade,<@882933170025156618>,https://www.roblox.com/users/3889066636/profile,209,FALSE,,,,
,B3. Adjutant,"Grenadiers de Amiens ""Leipzig""",Tambour Caporal,nexxustheirinco,<@1251862462349967372>,https://www.roblox.com/users/5851125930/profile,368,FALSE,,,,
,B3. Adjutant,"2eme Fusiliers ""La Martinique""",CO de Compagnie,ash4561g,<@750990926922645556>,https://www.roblox.com/users/1457208013/profile,79,FALSE,,,,
,B3. Adjutant,"2eme Fusiliers ""La Martinique""",XO de Compagnie,XywBoyo,<@1017322330403389451>,https://www.roblox.com/users/1705850510/profile,87,FALSE,,,,
,B2. Sergent Major,Mercs,Full Ranker,nickmatt321,<@632125024823803905>,https://www.roblox.com/users/183533554/profile,22,FALSE,,,,
,B1. Sergent,"Grenadiers de Amiens ""Leipzig""",Full Ranker,CHICKEN777CN,<@1318099475373359104>,https://www.roblox.com/users/4878023869/profile,297,FALSE,,,,
,B2. Sergent Major,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,AwesomeRights,<@480523976104345603>,https://www.roblox.com/users/118410962/profile,248,FALSE,,,,
,B1. Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,KSK207777,<@708539169722335283>,https://www.roblox.com/users/2557186741/profile,250,FALSE,,,,
,B1. Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,creedenceff,<@913827437123612734>,https://www.roblox.com/users/1589939258/profile,206,FALSE,,,,
,B1. Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,auellqd,<@932177626188087357>,https://www.roblox.com/users/3234255964/profile,63,FALSE,,,,
,B1. Sergent,"1er Fusiliers ""Les Terribles""",Veteran,PamiatMerkuria,<@560062672222289930>,https://www.roblox.com/users/1482362417/profile,32,FALSE,,,,
,B2. Sergent Major,"1er Fusiliers ""Les Terribles""",Etat Major,Iplazroblox291,<@705665886975033404>,https://www.roblox.com/users/1458625380/profile,152,FALSE,,,,
,B2. Sergent Major,"3eme Fusiliers ""Rivoli""",Etat Major,MnoanBoyo,<@1457903108301520910>,https://www.roblox.com/users/4434451591/profile,146,FALSE,,,,
,B2. Sergent Major,"2eme Fusiliers ""La Martinique""",Etat Major,ArcoBoyo,<@1068740271786963055>,https://www.roblox.com/users/2606949284/profile,160,FALSE,,,,
,B1. Sergent,Mercs,Merc,VamJyxl,<@800549512732213279>,https://www.roblox.com/users/765723308/profile,67,FALSE,,,,
,B1. Sergent,Mercs,Merc,Xcla_ze,<@1187416443076218976>,https://www.roblox.com/users/4027876264/profile,45,FALSE,,,,
,B1. Sergent,Mercs,Merc,Kleronical,<@1025425492570030183>,https://www.roblox.com/users/3917774334/profile,144,FALSE,,,,
,B1. Sergent,Mercs,Merc,OwenVonLuneburg,<@1520031827455377418>,https://www.roblox.com/users/3375475369/profile,2,FALSE,,,,
,B1. Sergent,Mercs,Full Ranker,cra1x1,<@708879164899328261>,https://www.roblox.com/users/1338106742/profile,41,FALSE,,,,
,A6. Honorary Sergent,not found,Full Ranker,ShaneGwapa435,<@935868945188134942>,https://www.roblox.com/users/1744465804/profile,148,TRUE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,phyrrius,<@713606681954615349>,https://www.roblox.com/users/193804500/profile,57,FALSE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,Partholonn,<@681489011281362974>,https://www.roblox.com/users/1852762341/profile,293,FALSE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,TheColonelMajesty,<@830996190601543721>,https://www.roblox.com/users/2943378674/profile,278,FALSE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,hauntedbyscar,<@899969512684785664>,https://www.roblox.com/users/1781661486/profile,197,FALSE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Full Ranker,DREAMHOLY1it,<@1365734831635304548>,https://www.roblox.com/users/1035088635/profile,287,FALSE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Full Ranker,Jolly57ePorteur,<@895206802407452683>,https://www.roblox.com/users/3122828606/profile,111,FALSE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,GAB2Z2,<@975342020564496454>,https://www.roblox.com/users/1282607174/profile,86,FALSE,,,,
,A6. Honorary Sergent,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,Arvethis,<@890576940946325544>,https://www.roblox.com/users/1594346922/profile,269,FALSE,,,,
,A6. Honorary Sergent,"1er Voltigeurs ""Austerlitz""",Full Ranker,Imabadplayer_123,<@934722739216977980>,https://www.roblox.com/users/3758072291/profile,229,FALSE,,,,
,A6. Honorary Sergent,"1er Voltigeurs ""Austerlitz""",Veteran,poopoopooninja,<@532144986985070593>,https://www.roblox.com/users/520625929/profile,258,FALSE,,,,
,A6. Honorary Sergent,"1er Voltigeurs ""Austerlitz""",FD,specopsgamin2,<@1256218216250871818>,https://www.roblox.com/users/2471822716/profile,247,FALSE,,,,
,A6. Honorary Sergent,"2eme Voltigeurs ""Arcole""",Full Ranker,PresentMentor,<@1490930405325541496>,https://www.roblox.com/users/7012301138/profile,101,FALSE,,,,
,A6. Honorary Sergent,"2eme Voltigeurs ""Arcole""",Full Ranker,Yurilici0us,<@886232463888777216>,https://www.roblox.com/users/490742758/profile,168,FALSE,,,,
,A6. Honorary Sergent,"1er Fusiliers ""Les Terribles""",Full Ranker,demondrewplay,<@800329613846773771>,https://www.roblox.com/users/1978598644/profile,166,FALSE,,,,
,A6. Honorary Sergent,"1er Fusiliers ""Les Terribles""",Full Ranker,2Sajeedur,<@1178996125794041876>,https://www.roblox.com/users/3001821576/profile,200,FALSE,,,,
,A6. Honorary Sergent,"3eme Fusiliers ""Rivoli""",Full Ranker,Cosmos9115,<@1028980614973624411>,https://www.roblox.com/users/7214679375/profile,130,FALSE,,,,
,A6. Honorary Sergent,Mercs,Merc,AvanCraft7,<@1434642966898675735>,https://www.roblox.com/users/839218840/profile,0,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Full Ranker,geestadt,<@674252848858398750>,https://www.roblox.com/users/196027207/profile,155,FALSE,,,,
,A5. Caporal Fourrier,"4eme Fusiliers ""Borodino""",Full Ranker,ApoKung55,<@1264094912027299964>,https://www.roblox.com/users/1002827112/profile,164,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,shizhi_teto,<@1371429297059004428>,https://www.roblox.com/users/7907751955/profile,103,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Full Ranker,marcosantos213,<@912226351539433503>,https://www.roblox.com/users/444347600/profile,154,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Full Ranker,Ilikepotatoes067,<@1059419623285600336>,https://www.roblox.com/users/2965264238/profile,212,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,IChengFengI,<@1360964825559339038>,https://www.roblox.com/users/7109074373/profile,137,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Full Ranker,Lovelyrules12,<@1129718162468905021>,https://www.roblox.com/users/165234375/profile,165,FALSE,,,,
,A5. Caporal Fourrier,not found,Full Ranker,xZenStarlight,<@1343360547327971330>,https://www.roblox.com/users/2540459374/profile,39,TRUE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,ikun666303,<@1444531035382743203>,https://www.roblox.com/users/5080223278/profile,135,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Pendantif d'Elite,haituoFBI,<@1132490475287347200>,https://www.roblox.com/users/2581000582/profile,156,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Trial Ranker,InvisibleScott,<@803298065397186561>,https://www.roblox.com/users/536159164/profile,204,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Sapeur Caporal,bigmankuya,<@866934930344640532>,https://www.roblox.com/users/1259249266/profile,113,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Trial Ranker,Sarckic,<@1152719861752012832>,https://www.roblox.com/users/10391977210/profile,99,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,tugugffjg,<@1164442644697579521>,https://www.roblox.com/users/2723320084/profile,210,FALSE,,,,
,A5. Caporal Fourrier,"3eme Fusiliers ""Rivoli""",Full Ranker,akingsfriend,<@673371129053839423>,https://www.roblox.com/users/439109009/profile,170,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,madox1392,<@700239340361613393>,https://www.roblox.com/users/345426794/profile,99,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,mcdready123,<@810717694713790465>,https://www.roblox.com/users/2001368700/profile,121,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,Ryo09suke21,<@1383337565263888395>,https://www.roblox.com/users/2780874156/profile,218,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,lance101game,<@901405987381051422>,https://www.roblox.com/users/543221242/profile,143,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,WakimAvlor,<@474920919509499905>,https://www.roblox.com/users/116346976/profile,129,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,MARTYMcFLY2321,<@1273971510125662352>,https://www.roblox.com/users/1733513104/profile,169,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,MasterMarco17,<@526357049991495728>,https://www.roblox.com/users/388215933/profile,154,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,UseStarCodeFireball,<@857176081307009024>,https://www.roblox.com/users/2544272642/profile,44,FALSE,,,,
,A5. Caporal Fourrier,"3eme Fusiliers ""Rivoli""",Full Ranker,JakeG9k,<@862220660772175882>,https://www.roblox.com/users/2835782822/profile,54,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,imalexwhatsup,<@682136345371738296>,https://www.roblox.com/users/1298563299/profile,231,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,driessens1980,<@1395344867647029308>,https://www.roblox.com/users/1781449915/profile,106,FALSE,,,,
,A5. Caporal Fourrier,not found,Full Ranker,ZyneBoyo,<@698005783010345030>,https://www.roblox.com/users/809836486/profile,49,TRUE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,LuckyPundhappy,<@1106985229941489806>,https://www.roblox.com/users/190187782/profile,76,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,Abu3e_0,<@1034438797993181265>,https://www.roblox.com/users/2643369615/profile,118,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,K3NZ130,<@786765450234691585>,https://www.roblox.com/users/1229832393/profile,55,FALSE,,,,
,A5. Caporal Fourrier,"4eme Fusiliers ""Borodino""",Full Ranker,LePetitikazu,<@1341181369170001980>,https://www.roblox.com/users/6177991508/profile,3,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,doctor_RUSSIAMAN312,<@1324927571699171498>,https://www.roblox.com/users/3509771519/profile,73,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,NeriffZhyrene,<@1477672780987236403>,https://www.roblox.com/users/3112377690/profile,104,FALSE,,,,
,A5. Caporal Fourrier,"3eme Fusiliers ""Rivoli""",Full Ranker,vinsky112583,<@964520423532404736>,https://www.roblox.com/users/2876389000/profile,102,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,plsjustburninit,<@1076781794294239303>,https://www.roblox.com/users/4184896402/profile,25,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,JazTom_0i,<@1354888034599829604>,https://www.roblox.com/users/5272317818/profile,260,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,DabberDabDDab,<@914440529809379359>,https://www.roblox.com/users/2850667541/profile,54,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,AQEEP_vbn,<@1142347783488143400>,https://www.roblox.com/users/7319409396/profile,95,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,Ashlieee_67,<@1497162315596828707>,https://www.roblox.com/users/10635293761/profile,57,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",FD,Theelectron_0917,<@998821820029481011>,https://www.roblox.com/users/4184514849/profile,171,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,Neospearton2,<@588920071649230858>,https://www.roblox.com/users/482767828/profile,67,FALSE,,,,
,A5. Caporal Fourrier,"1er Voltigeurs ""Austerlitz""",Full Ranker,muyanderozario23,<@838754624558596148>,https://www.roblox.com/users/1584163769/profile,69,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Strikersblade,<@864785685898461224>,https://www.roblox.com/users/1372900051/profile,177,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,ultrahax2000,<@826162682691846154>,https://www.roblox.com/users/1260596919/profile,60,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Heeko_20,<@824971800995823647>,https://www.roblox.com/users/2061935711/profile,88,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",FD,GunthertheAwsome1,<@1274329867932143806>,https://www.roblox.com/users/11267794870/profile,200,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,themanwith57,<@888244973051445269>,https://www.roblox.com/users/513716088/profile,5,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Soccer_lover986,<@955361919756300290>,https://www.roblox.com/users/1289062844/profile,222,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Tambour,Deegman4,<@1316405502233542656>,https://www.roblox.com/users/1310050190/profile,90,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,wkjfstd,<@1418588873906458624>,https://www.roblox.com/users/7424426028/profile,131,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Refqyh,<@1115956488058458213>,https://www.roblox.com/users/3980408728/profile,124,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",FD,jaydensayen,<@942969887297511424>,https://www.roblox.com/users/760879973/profile,176,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",FD,EndTr4p,<@1128990025946779719>,https://www.roblox.com/users/3289182587/profile,235,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,PogPug2,<@787549796219093054>,https://www.roblox.com/users/5379475538/profile,119,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,keaksjwj,<@1287759709088120885>,https://www.roblox.com/users/4387665138/profile,158,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Iam_Silvio220,<@1299593952915226654>,https://www.roblox.com/users/7363225945/profile,157,FALSE,,,,
,,,,,,,0,TRUE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Wrool123,<@1441399456972144820>,https://www.roblox.com/users/4007821436/profile,132,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,GhostKillerSide47,<@1485920823679254600>,https://www.roblox.com/users/10377169351/profile,131,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Your_InternetBoy,<@1357706941266395178>,https://www.roblox.com/users/2612590176/profile,145,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,garenrbx,<@896000500242190376>,https://www.roblox.com/users/3169319344/profile,103,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Meme_gamer360,<@786499363152199690>,https://www.roblox.com/users/1348718647/profile,104,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,cocacolajae,<@1280464634301648899>,https://www.roblox.com/users/1697091677/profile,92,FALSE,,,,
,A5. Caporal Fourrier,"4eme Fusiliers ""Borodino""",Full Ranker,RAP75GOD,<@1236145727172771922>,https://www.roblox.com/users/3936477853/profile,65,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,Secret_Agent890555,<@1280200896566923274>,https://www.roblox.com/users/10022417074/profile,25,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,SergeantHumble,<@1449417777298411521>,https://www.roblox.com/users/10793588854/profile,84,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Full Ranker,Silveregg01,<@130162427483521025>,https://www.roblox.com/users/10447994792/profile,69,FALSE,,,,
,A5. Caporal Fourrier,"Grenadiers de Amiens ""Leipzig""",Full Ranker,Westphalian_Trommler,<@1498912402291560528>,https://www.roblox.com/users/10883019344/profile,28,FALSE,,,,
,A5. Caporal Fourrier,"2eme Voltigeurs ""Arcole""",Full Ranker,kaidoisangry0,<@1527910454821650556>,https://www.roblox.com/users/3133969139/profile,7,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,RF_RRFDgabriel,<@1007226924516528192>,https://www.roblox.com/users/4992949584/profile,210,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,ice61111,<@875881708937936966>,https://www.roblox.com/users/834896070/profile,124,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,FeelgoodKoshimizu,<@1087337584851689549>,https://www.roblox.com/users/8309575308/profile,121,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",FD,KaptynaCrows,<@672759188916535296>,https://www.roblox.com/users/301352787/profile,214,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,dylan773215,<@754543186717966336>,https://www.roblox.com/users/1768418674/profile,167,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,gigityqqm,<@1406927827508396054>,https://www.roblox.com/users/8174236395/profile,54,FALSE,,,,
,A6. Honorary Sergent,"1er Fusiliers ""Les Terribles""",Full Ranker,General_LanceOC7,<@930762343581880381>,https://www.roblox.com/users/1774508931/profile,165,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,WorldConquestRPER,<@1288387629145915477>,https://www.roblox.com/users/2786239234/profile,10,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,XDEXEPERT,<@851759795160481822>,https://www.roblox.com/users/169465620/profile,90,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,Vantreux,<@998549603546824714>,https://www.roblox.com/users/4886306549/profile,15,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,sumnu903455,<@1303031264437075988>,https://www.roblox.com/users/4997167328/profile,61,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,pizzaisnice1233,<@742656275145424946>,https://www.roblox.com/users/7534924096/profile,151,FALSE,,,,
,A5. Caporal Fourrier,not found,Full Ranker,Playe172957,<@961232571256164383>,https://www.roblox.com/users/4091586435/profile,41,TRUE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,danishmirza42,<@810414911619727370>,https://www.roblox.com/users/365209666/profile,17,FALSE,,,,
,A5. Caporal Fourrier,"1er Fusiliers ""Les Terribles""",Full Ranker,X3RN0N,<@1137924575246692392>,https://www.roblox.com/users/3632264242/profile,55,FALSE,,,,
